zipcode,name,place_id,price_level,rating,user_ratings_total,searched_keyword,searched_zipcode,location_lat,location_lng,compound_code,global_code,art_gallery,atm,bakery,bar,beauty_salon,bicycle_store,book_store,cafe,car_dealer,car_repair,car_wash,clothing_store,convenience_store,department_store,drugstore,electronics_store,establishment,finance,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,hair_care,hardware_store,health,home_goods_store,jewelry_store,laundry,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,movie_rental,night_club,park,parking,pet_store,pharmacy,point_of_interest,premise,restaurant,school,shoe_store,shopping_mall,spa,storage,store,supermarket,tourist_attraction,travel_agency,population,population_density_square_miles,housing_units,home_price_to_income_ratios,price_level*rating,avg_price_level_by_zipcode,avg_rating_by_zipcode,avg_user_ratings_total_by_zipcode,total_number_of_bars_by_zipcode,total_number_of_cafes_by_zipcode,user_ratings_total_per_capita,rating_weighed_population_density,open_now_False,open_now_True,open_now_nan
10032,Shop Fair Supermarket,ChIJzy_UlYT2wokRKEGtqGfdt48,,4.2,259,stores,10032,40.8369208,-73.94316529999998,R3P4+QP New York,87G8R3P4+QP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,64264,98152.9,22574,9.91446885356512,,1.53125,4.047058823529412,190.2549019607843,4,13,0.004030250217851363,412242.18,0,1,0
11104,Sky Smokes and Electronics,ChIJFR2-AtlewokRGN0jLbRZ18g,,4.4,14,stores,11104,40.7436764,-73.92061389999998,"P3VH+FQ Sunnyside, Queens, NY",87G8P3VH+FQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26119,67304.0,12690,7.803293672167001,,1.7058823529411764,3.9999999999999996,224.7843137254902,4,10,0.0005360082698418776,296137.60000000003,0,1,0
10014,THE ELK,ChIJpYdmWetZwokRRuyT1SH44qk,2.0,4.5,319,coffee shops,10014,40.734147,-74.0074983,PXMV+M2 New York,87G7PXMV+M2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,30738,55916.6,21531,8.602617672846186,9.0,2.1702127659574466,4.367241379310345,458.86206896551727,13,19,0.010378033704209772,251624.69999999998,0,1,0
11222,Dollar Up,ChIJTehUTERZwokRwa7g6dENfQA,,4.5,24,stores,11222,40.7258549,-73.95173989999998,"P2GX+88 Brooklyn, New York",87G8P2GX+88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36492,23779.0,18656,9.613328476930127,,1.875,4.3641509433962264,214.47169811320754,8,14,0.0006576783952647156,107005.5,0,1,0
10019,Aba,ChIJI7O0Y1hYwokRt_SnNTsnqKE,2.0,4.4,946,restaurant,10019,40.767472999999995,-73.983925,Q288+XC New York,87G8Q288+XC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43703,62718.5,33077,9.28536015298534,8.8,2.04,4.07704918032787,516.9508196721312,9,20,0.021646111250943872,275961.4,0,1,0
11106,Solomon Z Liquor Store,ChIJp9cc6zNfwokR50iVnA5cJjs,,3.6,27,stores,11106,40.7614651,-73.9314668,"Q369+HC Long Island City, Queens, NY",87G8Q369+HC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38363,44876.4,19074,8.969750247241102,,1.625,4.257999999999999,247.06,4,15,0.0007038031436540417,161555.04,0,1,0
10128,Dunkin',ChIJzyF8s6RYwokRzYz66WA8Y18,1.0,3.5,47,coffee shops,10128,40.78050770000001,-73.9524696,Q2JX+62 New York,87G8Q2JX+62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,59256,127237.0,34790,8.967634418033505,3.5,2.051282051282051,4.1923076923076925,212.48076923076923,7,12,0.000793168624274335,445329.5,0,1,0
10028,Modern State,ChIJnYIY4LxYwokRiTr1QaLMQ8o,,4.0,59,stores,10028,40.7795963,-73.95639589999998,Q2HV+RC New York,87G8Q2HV+RC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47793,152562.2,28983,9.735496244206491,,1.8611111111111112,4.166037735849057,355.07547169811323,7,15,0.0012344904065448915,610248.8,0,1,0
10003,Thai Villa,ChIJfd-PtKNZwokR-m-0kzVTgBs,2.0,4.6,2065,restaurant,10003,40.7390028,-73.9906611,P2Q5+JP New York,87G8P2Q5+JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,54682,94859.6,30876,8.928842157833248,9.2,2.076923076923077,4.078461538461539,740.3230769230769,11,29,0.03776379795910903,436354.16,0,1,0
11213,Ali's Roti Shop,ChIJx82e3oBcwokR6zgPbaPW-gY,1.0,4.1,1182,restaurant,11213,40.6664446,-73.9311405,"M389+HG Brooklyn, New York",87G8M389+HG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,66295,60798.8,27467,18.61184368257013,4.1,1.3181818181818181,4.186956521739131,213.1304347826087,1,7,0.017829398898861152,249275.08,0,1,0
11226,Texas Chicken and Burgers,ChIJA16ecUhbwokR5OqYCiAOdpk,1.0,4.4,450,restaurant,11226,40.642208200000006,-73.95753149999999,"J2RR+VX Brooklyn, New York",87G8J2RR+VX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,100277,77771.1,40323,11.150388073464997,4.4,1.5555555555555556,4.034615384615385,279.4230769230769,2,12,0.0044875694326715,342192.84,0,1,0
10075,Centro Pizzeria & Restaurant,ChIJ0-Tzd79YwokRLm5deyXQwB4,,4.4,125,restaurant,10162,40.7717816,-73.9564584,Q2CV+PC New York,87G8Q2CV+PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21556,117012.2,12599,7.660449448033482,,2.0294117647058822,4.128846153846155,190.67307692307693,8,10,0.005798849508257562,514853.68000000005,0,1,0
11369,Cafe Grill,ChIJTzjI7pZfwokRouhEEB3T5IE,,4.8,64,restaurant,11369,40.762578399999995,-73.8732445,Q47G+2P New York,87G8Q47G+2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34118,31291.4,12931,10.47652482400547,,1.375,4.1525,220.325,1,2,0.0018758426636965825,150198.72,0,1,0
11232,La Familia,ChIJzdlg2sBawokR1d9BXbRfCfk,1.0,3.9,143,restaurant,11232,40.654836100000004,-74.0041806,"MX3W+W8 Brooklyn, New York",87G7MX3W+W8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27602,23174.4,9287,12.453010006883039,3.9,1.2962962962962963,4.353846153846154,417.4807692307692,5,13,0.005180784001159336,90380.16,0,1,0
10026,Cantina Taqueria & Tequila Bar,ChIJaeLW3xn2wokRhwJ8WAh98dU,2.0,4.3,556,restaurant,10026,40.800371500000004,-73.955043,R22V+4X New York,87G8R22V+4X,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,39363,118443.8,17091,14.180422525643639,8.6,1.9,4.105882352941178,326.94117647058823,9,12,0.014124939664151615,509308.33999999997,0,1,0
10453,Empanadas Monumental,ChIJY5_3sHL0wokR8FdS_D_4_6A,1.0,4.3,315,restaurant,10453,40.85445360000001,-73.9121115,"V33Q+Q5 The Bronx, New York",87G8V33Q+Q5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,79606,86902.9,28530,16.902077151335313,4.3,1.2777777777777777,3.8863636363636376,162.1590909090909,1,5,0.003956988166721101,373682.47,0,1,0
10128,Jack's Stir Brew Coffee,ChIJuwp6BR9ZwokRRPdtJk7yS9I,,4.5,39,coffee shops,10128,40.7811842,-73.9541278,Q2JW+F8 New York,87G8Q2JW+F8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59256,127237.0,34790,8.967634418033505,,2.051282051282051,4.1923076923076925,212.48076923076923,7,12,0.0006581611988659376,572566.5,1,0,0
10012,Carroll Place,ChIJ53TP75FZwokRSlw1VwT_zHM,2.0,4.4,884,restaurant,10012,40.7286426,-73.9997594,P2H2+F3 New York,87G8P2H2+F3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23411,72416.2,14052,15.310399222282346,8.8,2.13953488372093,4.227118644067796,570.6271186440678,7,19,0.03776002733757635,318631.28,0,1,0
11365,Halal boyz,ChIJxRwPN7JhwokRvm3xGzbVNfA,,4.4,298,restaurant,11365,40.7393953,-73.7902244,"P6Q5+QW Flushing, Queens, NY",87G8P6Q5+QW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44983,18002.2,16238,9.954424439330355,,1.5,4.0736842105263165,308.2894736842105,2,4,0.00662472489607185,79209.68000000001,0,1,0
11375,Yellowstone Sushi Cuisine Restaurant,ChIJ6Qv6QQdfwokRM6_W83P-28o,,4.8,25,restaurant,11375,40.7172201,-73.8570464,P48V+V5 New York,87G8P48V+V5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,73488,36942.9,35281,4.905515134960642,,1.8055555555555556,4.133333333333332,347.0416666666667,7,14,0.0003401915959068147,177325.92,0,1,0
11363,Peak Bicycle Pro,ChIJ1cDOdwKKwokRNmJaFeg58F0,,4.9,88,stores,11363,40.7675343,-73.74790999999998,"Q792+2R Douglaston, Queens, NY",87G8Q792+2R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6952,8081.9,2737,7.727689136575312,,1.8,2.5620689655172413,59.58620689655172,1,2,0.012658227848101266,39601.31,1,0,0
10021,Jones Wood Foundry,ChIJAbAvU8dYwokRwAvBDqWmDMo,2.0,4.4,419,restaurant,10021,40.770399,-73.953541,Q2CW+5H New York,87G8Q2CW+5H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,46215,121297.4,30729,10.470119791358453,8.8,2.111111111111111,4.234999999999999,229.21666666666667,11,17,0.009066320458725522,533708.56,0,1,0
10002,Coming Soon,ChIJUWNTySlawokRFApT4_EDvv8,,4.7,29,stores,10002,40.715839,-73.99153000000001,P285+89 New York,87G8P285+89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74993,85369.8,35724,18.55043364287905,,1.75,4.278333333333333,715.0833333333334,9,24,0.00038670275892416624,401238.06000000006,0,1,0
11207,CTown Supermarkets,ChIJl9J4tbRdwokRveCrdmM46ec,2.0,4.0,222,stores,11207,40.67891849999999,-73.8884896,"M4H6+HJ Brooklyn, New York",87G8M4H6+HJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,91972,34421.0,37265,12.630561447788846,8.0,1.2857142857142858,4.056603773584905,249.32075471698113,2,13,0.0024137781063802025,137684.0,0,1,0
11233,Thee Seven Sisters,ChIJx5aJaG5cwokRgvfbrtpeNV0,2.0,3.9,79,restaurant,11233,40.6811186,-73.9220895,"M3JH+C5 Brooklyn, New York",87G8M3JH+C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,76819,56952.7,32088,18.687730228188585,7.8,1.68,4.057777777777778,221.75555555555556,2,8,0.0010283914135825773,222115.52999999997,0,1,0
11207,La Flor del Canario,ChIJ1Tn5Xk1cwokRR-7zMlCUl0U,1.0,4.5,112,restaurant,11207,40.6728667,-73.8902196,"M4F5+4W Brooklyn, New York",87G8M4F5+4W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,91972,34421.0,37265,12.630561447788846,4.5,1.2857142857142858,4.056603773584905,249.32075471698113,2,13,0.0012177619275431653,154894.5,0,1,0
10007,Starbucks,ChIJcSHnBxlawokRtNzr7Ew3iqg,2.0,4.1,681,coffee shops,10006,40.7121166,-74.010869,PX6Q+RM New York,87G7PX6Q+RM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7023,44029.0,3366,8.10330493126375,8.2,1.9591836734693877,4.114285714285715,734.3392857142857,8,20,0.09696710807347288,180518.9,0,1,0
11238,Breukelen Coffee House,ChIJ7XWEYXVbwokRebfV1TTTu6c,1.0,4.4,310,coffee shops,11213,40.6722806,-73.9575667,"M2CR+WX Brooklyn, New York",87G8M2CR+WX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,54540,49287.9,26697,10.375027808025104,4.4,1.6875,4.24423076923077,247.23076923076923,9,12,0.005683901723505684,216866.76000000004,1,0,0
11375,Cipollina Gourmet Italian Market,ChIJFao9-ZhgwokRgQZM59_4mU4,,4.7,228,coffee shops,11367,40.71618369999999,-73.8330926,P588+FQ New York,87G8P588+FQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73488,36942.9,35281,4.905515134960642,,1.8055555555555556,4.133333333333332,347.0416666666667,7,14,0.0031025473546701502,173631.63,0,1,0
10451,Sabores,ChIJ71yNTM71wokRieDcgBGzn5w,,3.8,189,restaurant,10451,40.8181021,-73.9222356,"R39H+64 The Bronx, New York",87G8R39H+64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47798,46447.4,19884,4.688634556204834,,1.4166666666666667,3.9301886792452843,384.0188679245283,6,15,0.003954140340600025,176500.12,0,1,0
10305,De Luca General Store,ChIJGQgmA6ZPwokRpbiSnigXgMc,,4.5,2,stores,10305,40.612849600000004,-74.065005,JW7M+4X New York,87G7JW7M+4X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,42298,10631.3,16068,5.7589980258599285,,1.8518518518518519,4.202222222222223,178.0888888888889,7,6,4.728355950635964e-05,47840.85,1,0,0
10467,Woodlawn Cafe,ChIJpaGixA_zwokRbRj_b-37Qvg,1.0,3.9,144,coffee shops,10467,40.886514899999995,-73.8780858,V4PC+JQ New York,87G8V4PC+JQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103732,44413.5,38530,9.061191408888288,3.9,1.2333333333333334,4.081481481481482,232.96296296296296,1,14,0.0013881926502911349,173212.65,0,1,0
10455,Dunkin',ChIJuboiYsj1wokRgtm1rWRKDJs,1.0,4.1,218,coffee shops,10455,40.8154945,-73.915643,"R38M+5P The Bronx, New York",87G8R38M+5P,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,42283,59295.0,15066,12.312973396515055,4.1,1.4193548387096775,3.979245283018867,195.8679245283019,1,10,0.005155736347941253,243109.49999999997,0,1,0
10459,Abc Super Stores,ChIJmerK31T0wokRf7nk5hSXl14,,4.2,43,stores,10459,40.8222554,-73.8921194,R4C5+W5 New York,87G8R4C5+W5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48351,58950.1,17792,14.064362336114426,,1.3181818181818181,3.9955555555555553,107.91111111111111,0,6,0.0008893301069264338,247590.42,0,1,0
11207,Sea Island Seafood Restaurant,ChIJQTOmQe5dwokRlDQH2ZFLvPQ,,4.6,60,restaurant,11207,40.66936159999999,-73.89647169999998,"M493+PC Brooklyn, New York",87G8M493+PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,91972,34421.0,37265,12.630561447788846,,1.2857142857142858,4.056603773584905,249.32075471698113,2,13,0.0006523724611838385,158336.59999999998,0,1,0
11693,Best Caribbean,ChIJ__-v20ZowokRZBkjKsSwHnI,,4.5,43,restaurant,11693,40.586878399999996,-73.8149339,"H5PP+Q2 Far Rockaway, Queens, NY",87G8H5PP+Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12919,13101.5,5453,5.229593982938197,,1.5,4.220454545454547,146.02272727272728,2,4,0.003328430993110922,58956.75,0,1,0
10310,Island Garden,ChIJx-Mx0hJOwokRolyGe7UVMEU,1.0,4.1,87,restaurant,10310,40.63481609999999,-74.1098277,"JVMR+W3 Staten Island, New York",87G7JVMR+W3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23262,12957.8,9376,6.262743955723858,4.1,1.625,3.972727272727273,180.86363636363637,2,6,0.003740005158627805,53126.979999999996,0,1,0
11415,Shah's Halal Food,ChIJQxAwDJhgwokR7Kk4e3Np4PM,,4.2,26,restaurant,11415,40.7141088,-73.83113929999998,P579+JG New York,87G8P579+JG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19372,34228.7,9521,5.097080270594781,,1.4583333333333333,4.082926829268293,202.4878048780488,2,7,0.0013421432996076812,143760.54,0,1,0
11101,Dunkin',ChIJCWQKWdJewokRRjSN8dUF_ow,1.0,4.1,14,coffee shops,11101,40.752376899999994,-73.92113669999998,Q32H+XG New York,87G8Q32H+XG,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,30043,11539.2,16814,14.133227306092488,4.1,1.66,4.131081081081081,454.56756756756755,11,21,0.0004659987351462903,47310.72,0,1,0
10012,Peet's Coffee,ChIJIaGcq5FZwokRDUjjsJMdeL8,1.0,4.1,30,coffee shops,10012,40.72993659999999,-73.9978275,P2H2+XV New York,87G8P2H2+XV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23411,72416.2,14052,15.310399222282346,4.1,2.13953488372093,4.227118644067796,570.6271186440678,7,19,0.0012814488915467088,296906.42,0,1,0
10027,CVS,ChIJX2o-ozD3wokRie8BxH3nWGc,,3.8,27,stores,10027,40.810401500000005,-73.95242859999998,R26X+52 New York,87G8R26X+52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64548,74280.2,26506,14.945893782664326,,1.775,4.130909090909092,640.3454545454546,8,15,0.0004182933630786392,282264.75999999995,0,1,0
11435,China Sing,ChIJB2fg_tRgwokR-YHWIT8sIck,1.0,3.7,93,restaurant,11433,40.691354100000005,-73.7981056,"M6R2+GQ Jamaica, Queens, NY",87G8M6R2+GQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,59296,38792.2,19742,6.137065817807321,3.7,1.380952380952381,4.199999999999999,204.02439024390245,2,8,0.0015684025903939557,143531.13999999998,0,1,0
10029,Edible Arrangements,ChIJsWhP1KdYwokRbYRHvQjCJ9g,,3.4,42,stores,10029,40.7874194,-73.94806209999999,Q3P2+XQ New York,87G8Q3P2+XQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79597,98058.8,34108,20.378645343367825,,1.7058823529411764,4.152830188679247,212.03773584905662,10,14,0.0005276580775657374,333399.92,0,1,0
11223,Village Cafe,ChIJna0sf-tEwokRYnVW5JRHDnc,2.0,4.5,315,restaurant,11230,40.6090366,-73.9625157,"J25P+JX Brooklyn, New York",87G8J25P+JX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,81789,39441.7,30438,15.01157499800431,9.0,1.5517241379310345,4.156896551724139,183.81034482758622,3,16,0.003851373656604189,177487.65,0,1,0
11375,CVS,ChIJhS5yqzpewokR8IIPfk5NeIk,,3.3,71,stores,11375,40.726693299999994,-73.85386020000001,"P4GW+MF Forest Hills, Queens, NY",87G8P4GW+MF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73488,36942.9,35281,4.905515134960642,,1.8055555555555556,4.133333333333332,347.0416666666667,7,14,0.0009661441323753538,121911.56999999999,0,1,0
11433,Gallery Home Store,ChIJMa71fgJZwokRoDtgCPO84tE,,4.0,2,stores,11433,40.703720399999995,-73.77821270000003,P63C+FP New York,87G8P63C+FP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36489,23550.9,11574,7.9870344131519175,,1.0,3.636000000000001,118.28,0,2,5.481103894324317e-05,94203.6,0,0,1
11218,Mondayoff by Plant Love House,ChIJZzzuKDJbwokRWWn-wAcOniM,2.0,4.5,118,restaurant,11218,40.6391724,-73.96892319999998,J2QJ+MC New York,87G8J2QJ+MC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,74508,52159.7,26025,10.82042786141324,9.0,1.6176470588235294,4.048148148148147,162.22222222222223,3,14,0.001583722553282869,234718.65,0,1,0
11377,Mattress Firm Woodside,ChIJX_jkSuJewokRWo0ENN27Xvo,1.0,4.9,162,stores,11377,40.7432366,-73.91603609999999,"P3VM+7H Woodside, Queens, NY",87G8P3VM+7H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,86421,34068.8,33753,9.273811611997894,4.9,1.5263157894736843,4.174545454545455,217.52727272727273,1,15,0.001874544381573923,166937.12000000002,0,1,0
10075,The Mark Restaurant by Jean-Georges,ChIJnQLwRJRYwokRAok9jZJTLrY,,4.2,52,restaurant,10075,40.775341600000004,-73.96332790000001,Q2GP+4M New York,87G8Q2GP+4M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21556,117012.2,12599,7.660449448033482,,2.0294117647058822,4.128846153846155,190.67307692307693,8,10,0.002412321395435146,491451.24,0,1,0
